topic,link,domain,published_date,title,lang,cleaned_title,sentiment_score,sentiment
BUSINESS,https://bulletinline.com/2020/08/17/cream-and-cream-cheese-and-processed-cheese-market-share-2020-2027-by-product-type-natural-cheese-process-cheese-industry-applications-food-services-industrial-retail/,bulletinline.com,2020-08-17 04:39:00,"Cream and Cream Cheese and Processed Cheese Market Share 2020-2027 By Product Type (Natural Cheese, Process Cheese), Industry Applications (Food Services, Industrial, Retail)",en,cream and cream cheese and processed cheese market share 20202027 by product type natural cheese process cheese industry applications food services industrial retail,0.5719,Positive
TECHNOLOGY,https://www.techradar.com/news/back-to-school-sales-alert-lenovo-clearance-offers-laptop-deals-up-to-68-off-this-weekend,techradar.com,2020-08-07 15:44:00,Back to school sales alert: Lenovo clearance offers laptop deals up to 68% off this weekend,en,back to school sales alert lenovo clearance offers laptop deals up to 68 off this weekend,0.296,Positive
BUSINESS,https://www.onenewspage.com/n/Press+Releases/1zlt8xjtiu/Global-Protein-Alternatives-Industry.htm,onenewspage.com,2020-08-18 03:12:19,Global Protein Alternatives Industry,en,global protein alternatives industry,0.0,Neutral
BUSINESS,https://scientect.com/news/11585/industrial-gear-motors-and-drives-market-by-excellent-opportunities-industry-growth-size-and-statistics-forecasts-up-to-2026-siemens-sew-eurodrive-nord/,scientect.com,2020-08-12 15:20:00,"Industrial Gear Motors and Drives Market By Excellent Opportunities, Industry Growth, Size, And Statistics Forecasts Up To 2026 | Siemens, SEW-EURODRIVE, Nord",en,industrial gear motors and drives market by excellent opportunities industry growth size and statistics forecasts up to 2026  siemens seweurodrive nord,0.836,Positive
BUSINESS,https://weeklywall.com/ami-smart-water-meter-market-2020-global-leading-players-industry-updates-future-growth-business-prospects-forthcoming-developments-and-future-investments-by-forecast-to-2026-badger-meter-inc/,weeklywall.com,2020-08-09 07:49:00,"AMI Smart Water Meter Market 2020| Global Leading Players, Industry Updates, Future Growth, Business Prospects, Forthcoming Developments And Future Investments By Forecast To 2026 | Badger Meter, Inc., Honeywell International Inc., Itron Inc., Kamstrup AS",en,ami smart water meter market 2020 global leading players industry updates future growth business prospects forthcoming developments and future investments by forecast to 2026  badger meter inc honeywell international inc itron inc kamstrup as,0.7579,Positive
BUSINESS,https://absolutenewsjournal.com/397469/global-monoethylene-glycol-meg-market-size-share-2020-movements-by-key-findings-covid-19-impact-analysis-progression-status-revenue-expectation-to-2025-research-report-by-industry-research-biz/,absolutenewsjournal.com,2020-08-11 13:29:22,"Global Monoethylene Glycol (MEG) Market Size, Share, 2020 Movements by Key Findings, Covid-19 Impact Analysis, Progression Status, Revenue Expectation to 2025 Research Report by Industry Research Biz",en,global monoethylene glycol meg market size share 2020 movements by key findings covid19 impact analysis progression status revenue expectation to 2025 research report by industry research biz,0.296,Positive
BUSINESS,https://galusaustralis.com/2020/08/798705/global-coatings-and-application-technologies-for-robotics-market-what-industry-holds-for-the-future-post-covid-growth-analysis-complete-insights-2020-2026/,galusaustralis.com,2020-08-07 06:30:20,Global Coatings and Application Technologies for Robotics Market – What Industry Holds for the Future post Covid? Growth Analysis & Complete Insights 2020 – 2026,en,global coatings and application technologies for robotics market  what industry holds for the future post covid growth analysis  complete insights 2020  2026,0.3818,Positive
BUSINESS,https://finance.yahoo.com/news/brazil-solar-power-industry-2025-151200011.html,finance.yahoo.com,2020-08-04 15:12:00,"Brazil Solar Power Industry, 2025: Growth Potential of the Photovoltaic (PV) and Concentrated Solar Power (CSP) Markets - ResearchAndMarkets.com",en,brazil solar power industry 2025 growth potential of the photovoltaic pv and concentrated solar power csp markets  researchandmarketscom,0.3818,Positive
BUSINESS,https://coleofduty.com/nasa/2020/08/03/current-covid-19-impact-on-digital-meter-market-research-2020-with-strategic-analysis-of-key-companies-al-jon-manufacturing-environmental-manufacturing-heitman-laboratories-kws-manufacturing-comp-2/,coleofduty.com,2020-08-03 15:20:00,"Current COVID-19 Impact on Digital Meter Market Research 2020 With Strategic Analysis of Key Companies – Al Jon Manufacturing, Environmental Manufacturing, Heitman Laboratories, Kws Manufacturing Company, Kmb Systems",en,current covid19 impact on digital meter market research 2020 with strategic analysis of key companies  al jon manufacturing environmental manufacturing heitman laboratories kws manufacturing company kmb systems,0.0,Neutral
BUSINESS,https://startupng.com.ng/uncategorized/491/%EF%BB%BFglobal-case-erectors-market-2020-wexxar-bel-packaging-lantech-wayne-automation-corporation-combi-packaging-system-llc-hamrick-manufacturing-services/,startupng.com.ng,2020-08-11 06:14:00,"﻿Global Case Erectors Market 2020 – Wexxar/BEL Packaging, Lantech, Wayne Automation Corporation, Combi Packaging System LLC, Hamrick Manufacturing & Services – StartupNG",en,global case erectors market 2020  wexxarbel packaging lantech wayne automation corporation combi packaging system llc hamrick manufacturing  services  startupng,0.0,Neutral
BUSINESS,https://www.rushlane.com/maruti-hyundai-production-back-at-2018-peak-levels-12370353.html,rushlane.com,2020-08-05 02:00:00,"Maruti, Hyundai expecting huge increase in car sales by October 2020",en,maruti hyundai expecting huge increase in car sales by october 2020,0.5574,Positive
TECHNOLOGY,https://www.vg247.com/2020/08/07/final-fantasy-7-remake-5-million-sales-ps4/,vg247.com,2020-08-07 11:09:46,Final Fantasy 7 Remake sales break 5 million,en,final fantasy 7 remake sales break 5 million,0.0,Neutral
TECHNOLOGY,https://www.tweaktown.com/news/74283/capcom-wants-90-digital-sales-ratio-for-its-games/index.html,tweaktown.com,2020-08-05 19:32:02,Capcom wants 90% digital sales ratio for its games,en,capcom wants 90 digital sales ratio for its games,0.0,Neutral
BUSINESS,https://swarajyamag.com/insta/boost-to-make-in-india-hp-starts-pc-manufacturing-operations-at-its-sriperumbudur-facility-in-tamil-nadu,swarajyamag.com,2020-08-05 03:47:00,Boost To Make In India: HP Starts PC Manufacturing Operations At Its Sriperumbudur Facility In Tamil Nadu,en,boost to make in india hp starts pc manufacturing operations at its sriperumbudur facility in tamil nadu,0.4019,Positive
ENTERTAINMENT,https://djmag.com/news/london%E2%80%99s-pickle-factory-oval-space-and-canvas-will-host-socially-distanced-live-streamed-event,djmag.com,2020-08-12 11:35:00,"London's Pickle Factory, Oval Space and Canvas will host a socially distanced, live streamed event this weekend",en,londons pickle factory oval space and canvas will host a socially distanced live streamed event this weekend,0.0,Neutral
NATION,https://ewn.co.za/2020/08/05/it-s-damaging-fitness-industry-fit-sa-calls-for-gyms-to-open-again,ewn.co.za,2020-08-05 09:35:20,"‘It’s damaging fitness industry,’ Fit SA calls for gyms to open again",en,its damaging fitness industry fit sa calls for gyms to open again,0.0772,Neutral
BUSINESS,https://bulletinline.com/2020/08/08/home-meal-replacement-hmr-market-2020-by-worldwide-industry-demand-regional-overview-trends-evaluation-business-growth-strategies-and-forecast-to-2024/,bulletinline.com,2020-08-08 18:01:00,"Home Meal Replacement (HMR) Market 2020 By Worldwide Industry Demand, Regional Overview, Trends Evaluation, Business Growth Strategies and Forecast to 2024",en,home meal replacement hmr market 2020 by worldwide industry demand regional overview trends evaluation business growth strategies and forecast to 2024,0.2732,Positive
BUSINESS,https://www.aeresearch.net/boat-structure-membranes-market-268155,aeresearch.net,2020-08-09 04:11:58,"Boat Structure Membranes Market Report 2020 â€“ Industry Capacity, Manufac",en,boat structure membranes market report 2020  industry capacity manufac,0.0,Neutral
BUSINESS,https://bulletinline.com/2020/08/13/baby-safety-locks-market-2020-production-consumption-revenue-market-share-growth-rate-and-forecast-to-2026/,bulletinline.com,2020-08-13 14:26:00,"Baby Safety Locks Market 2020 Production, Consumption, Revenue, Market Share, Growth Rate and Forecast to 2026",en,baby safety locks market 2020 production consumption revenue market share growth rate and forecast to 2026,0.765,Positive
BUSINESS,https://www.philstar.com/business/2020/08/09/2033860/retail-t-bond-sales-hit-record-p5163-billion,philstar.com,2020-08-08 16:00:00,Retail T-bond sales hit record P516.3 billion,en,retail tbond sales hit record p5163 billion,0.0,Neutral
BUSINESS,https://www.forbes.com/sites/michaeltaylor/2020/08/14/evs-storm-to-500000-sales-in-europe-but-where-is-tesla/,forbes.com,2020-08-14 16:42:00,"EVs Storm To 500,000 Sales In Europe, But Where Is Tesla?",en,evs storm to 500000 sales in europe but where is tesla,0.0,Neutral
BUSINESS,https://www.cuereport.com/amr-meters-industry-market-34641/,cuereport.com,2020-08-13 22:19:01,Amr Meters Industry Market Growth Trends Analysis 2020-2025,en,amr meters industry market growth trends analysis 20202025,0.3818,Positive
TECHNOLOGY,https://www.nintendolife.com/news/2020/08/bloodstained_ritual_of_the_night_on_switch_had_biggest_response_sales_were_well_above_expectations,nintendolife.com,2020-08-15 12:45:00,"Bloodstained: ﻿Ritual Of The Night On Switch Had Biggest Response, Sales Were ""Well Above"" Expectations",en,bloodstained ritual of the night on switch had biggest response sales were well above expectations,0.2732,Positive
TECHNOLOGY,https://www.gsmarena.com/canalys_smartphone_sales_in_the_us_grew_in_q2_apple_and_samsung_led_the_way_-news-44718.php,gsmarena.com,2020-08-12 16:08:01,"Canalys: Smartphone sales in the US grew in Q2, Apple and Samsung led the way news",en,canalys smartphone sales in the us grew in q2 apple and samsung led the way news,0.0,Neutral
ENTERTAINMENT,http://www.irishnews.com/magazine/entertainment/2020/08/11/news/production-wraps-on-leonardo-da-vinci-drama-starring-aidan-turner-2032428/,irishnews.com,2020-08-11 10:35:49,Production wraps on Leonardo da Vinci drama starring Aidan Turner,en,production wraps on leonardo da vinci drama starring aidan turner,0.0,Neutral
BUSINESS,https://www.moneyweb.co.za/news/economy/wine-industry-ban-lifted-a-little-too-late/,moneyweb.co.za,2020-08-17 22:02:13,Wine industry: Ban lifted a little too late,en,wine industry ban lifted a little too late,-0.5574,Negative
BUSINESS,https://jewishlifenews.com/market-outlook/global-semi-height-platform-screen-door-sales-revenue-and-market-share-by-country-2020-2025/,jewishlifenews.com,2020-08-05 06:18:00,"Global Semi Height Platform Screen Door Sales, Revenue and Market Share by Country (2020-2025)",en,global semi height platform screen door sales revenue and market share by country 20202025,0.296,Positive
BUSINESS,https://www.globenewswire.com/news-release/2020/08/05/2073073/0/en/Global-Drip-Irrigation-Industry-Outlook-2024-by-Dripper-Type-Component-Crop-Type-Application-and-Region.html,globenewswire.com,2020-08-05 09:43:00,"Global Drip Irrigation Industry Outlook, 2024 by Dripper Type, Component, Crop Type, Application and Region",en,global drip irrigation industry outlook 2024 by dripper type component crop type application and region,0.0,Neutral
BUSINESS,https://divorcediva.co.uk/uncategorised/6417/digital-business-support-system-market-outlook-geographical-segmentation-industry-size-share-comprehensive-analysis-to-2027/,divorcediva.co.uk,2020-08-06 10:38:35,"Digital Business Support System Market Outlook, Geographical Segmentation, Industry Size & Share, Comprehensive Analysis to 2027",en,digital business support system market outlook geographical segmentation industry size  share comprehensive analysis to 2027,0.7096,Positive
BUSINESS,https://www.globenewswire.com/news-release/2020/08/17/2079571/0/en/Global-Stretch-Wrap-Machines-Industry.html,globenewswire.com,2020-08-17 23:52:00,Global Stretch Wrap Machines Industry,en,global stretch wrap machines industry,0.0,Neutral
BUSINESS,https://www.reuters.com/article/us-china-autos/china-auto-sales-expected-to-rise-15-in-july-industry-body-idUSKCN2501HW,reuters.com,2020-08-04 11:39:00,China auto sales expected to rise 15% in July: industry body,en,china auto sales expected to rise 15 in july industry body,0.0,Neutral
BUSINESS,https://www.globenewswire.com/news-release/2020/08/04/2072456/0/en/19-7-Billion-Worldwide-Geographic-Information-Systems-Industry-to-2027-Impact-of-COVID-19-on-the-Market.html,globenewswire.com,2020-08-04 12:03:00,$19.7 Billion Worldwide Geographic Information Systems Industry to 2027 - Impact of COVID-19 on the Market,en,197 billion worldwide geographic information systems industry to 2027  impact of covid19 on the market,0.0,Neutral
BUSINESS,https://finance.yahoo.com/news/global-wound-closure-strips-industry-084900351.html,finance.yahoo.com,2020-08-17 08:49:00,Global Wound Closure Strips Industry Forecast Model 2020-2030: Implications of COVID-19 on Market Projections - ResearchAndMarkets.com,en,global wound closure strips industry forecast model 20202030 implications of covid19 on market projections  researchandmarketscom,0.0,Neutral
BUSINESS,https://www.exchange99.com/2020/08/12/global-earthquake-sensor-market-dynamics-production-supply-and-demand-forecast-covered-in-the-latest-research-available-at-tmr/,exchange99.com,2020-08-12 04:21:40,"Global Earthquake Sensor Market Dynamics, Production, Supply and Demand Forecast covered in the Latest Research Available at TMR",en,global earthquake sensor market dynamics production supply and demand forecast covered in the latest research available at tmr,0.1531,Positive
BUSINESS,https://menafn.com/1100584149/Diamond-Market-2020-Global-Industry-Leading-Players-Market-Volume-Trends-Opportunities-Foresight-to-2026,menafn.com,2020-08-04 07:27:33,"Diamond Market 2020 Global Industry Leading Players, Market Volume, Trends, Opportunities & Foresight to 2026",en,diamond market 2020 global industry leading players market volume trends opportunities  foresight to 2026,0.6124,Positive
